variable,station_type,month,depth_bin_low,depth_bin_high,n,median,p01,p99,mean,std,min,max
practical_salinity,deep_cast,3,100,110,700,36.04807231967338,35.57505389078783,36.521043238043525,36.10042923369872,0.3179239197395532,35.53346159023428,36.53003180691093
practical_salinity,deep_cast,3,110,120,638,35.89271701162308,35.61021891902609,36.48977910716229,36.03535694394112,0.3204024247389487,35.607565544274586,36.49742154834304
practical_salinity,deep_cast,3,120,130,511,35.96332357569388,35.50995203922695,36.39538124691653,35.992529717022286,0.2973070967666162,35.45537384678407,36.397372925069334
practical_salinity,deep_cast,3,130,140,121,35.88851975513169,35.510135729987844,36.23047957472,35.85454777958515,0.3405485559410246,35.509570569733526,36.23262639745046
practical_salinity,deep_cast,4,0,10,4711,36.12329471528383,34.60900045881041,36.7216130773272,36.083203725356015,0.3689358288630859,34.60213057071813,36.723322002716
practical_salinity,deep_cast,4,10,20,5462,36.12024868186693,35.46175433678699,36.70206563684979,36.103457017829726,0.30353011761836685,34.77743200371459,36.720219004235794
practical_salinity,deep_cast,4,20,30,3775,36.272054778728574,35.713480766697415,36.67792834629483,36.19867155497956,0.2511405550006543,35.60775600297426,36.725972907395935
practical_salinity,deep_cast,4,30,40,1885,36.34294612175661,35.91774275701192,36.61511776556477,36.282083481393116,0.17548264422817247,35.7326625308603,36.618492080316415
practical_salinity,deep_cast,4,40,50,1341,36.40834658862373,35.98636314718828,36.57203455336164,36.36247006933316,0.13806347265067598,35.98042115170515,36.57341933052278
practical_salinity,deep_cast,4,50,60,1141,36.44844111990275,35.652564620100975,36.51545461846861,36.38161658923096,0.18539441321301048,35.600421202417365,36.531583047477326
practical_salinity,deep_cast,4,60,70,1099,36.42734951074142,35.64792179687159,36.515250721124104,36.33903623658797,0.23580467907374614,35.64105815588829,36.557769400001504
practical_salinity,deep_cast,4,70,80,945,36.41708568047895,35.54466387680544,36.48173788856109,36.279878068473344,0.2676218221722562,35.526929498556186,36.49486221462519
practical_salinity,deep_cast,4,80,90,900,36.34599429866738,35.48209049062859,36.46635129266798,36.134114804396184,0.34758539828283885,35.480483168005264,36.4742384031663
practical_salinity,deep_cast,4,90,100,900,36.17483227836446,35.47195106295101,36.462536786440175,36.01462556769644,0.36576345344454203,35.47102825031985,36.46441131663212
practical_salinity,deep_cast,4,100,110,898,35.9970482945432,35.44583764671335,36.45275105780347,35.90891701295729,0.36434731434519396,35.4164978365302,36.45531029720877
practical_salinity,deep_cast,4,110,120,800,35.8170517390999,35.447874550212696,36.40902350516896,35.86049622623944,0.3559062746064222,35.43647428746741,36.419348461553334
practical_salinity,deep_cast,4,120,130,641,35.64703258673339,35.44709775790093,36.397288578623126,35.81943143212671,0.3769241936199867,35.44688390808036,36.40610565788748
practical_salinity,deep_cast,4,130,140,304,36.24228878521356,35.43176760645987,36.36029050843859,36.026417432145095,0.37640857985369386,35.42813220421115,36.360788245942636
practical_salinity,deep_cast,4,140,150,200,36.25094653945932,36.11591756654313,36.33813757814298,36.24979753025065,0.07817478380194545,36.111068726295805,36.34331795559622
practical_salinity,deep_cast,4,150,160,200,36.06759451899016,35.908864279089855,36.29800435188135,36.07183026094067,0.1200737662486936,35.903318844411096,36.30192002134531
practical_salinity,deep_cast,4,160,170,132,35.91431090984957,35.78840647383683,36.06331408239514,35.89379597968076,0.0728378033357023,35.785931760391875,36.07258866348979
practical_salinity,deep_cast,4,170,180,100,35.75667772167665,35.6996473171959,35.78417028688418,35.749800378981384,0.02695760960313385,35.69235007098441,35.78485230488492
practical_salinity,deep_cast,4,180,190,100,35.63190249161785,35.57702573941214,35.73219323493361,35.641467475000624,0.03247995422333273,35.57233917144249,35.772415032226164
practical_salinity,deep_cast,4,190,200,100,35.5754237699087,35.565920434402685,35.58220311191107,35.57604906143017,0.0034433353695330357,35.56200897507342,35.58268102156731
practical_salinity,deep_cast,4,200,210,100,35.56457053626093,35.50875438591442,35.57158027032248,35.546684383445836,0.02484202805626372,35.50822802502972,35.57376291910404
practical_salinity,deep_cast,4,210,220,100,35.425493303086924,35.419879086637756,35.51534221752003,35.4504286538897,0.036069953081191417,35.41954305557428,35.5154426266173
practical_salinity,deep_cast,4,220,230,100,35.40518738677316,35.39828406501377,35.42247490599726,35.41083960732874,0.009101892270003227,35.39726516330789,35.42251989561055
practical_salinity,deep_cast,4,230,240,100,35.38279169215678,35.359110638766985,35.40333708365115,35.384070240766526,0.016874428759548005,35.358635446762285,35.403510540600834
practical_salinity,deep_cast,4,240,250,100,35.35718595231384,35.34553328834075,35.35999018982194,35.354451623436695,0.005010056255005081,35.3454425190471,35.360352908659934
practical_salinity,deep_cast,4,250,260,100,35.341779187459665,35.321958551113916,35.34471603067565,35.33827564108301,0.006440373978350856,35.32163375416377,35.34483245883787
practical_salinity,deep_cast,4,260,270,100,35.30429551478906,35.29628695004602,35.32517442237474,35.30626654849505,0.005707608286115407,35.293090785789275,35.32659719972074
practical_salinity,deep_cast,4,270,280,100,35.30264507039,35.26796924364698,35.30362572212343,35.29643968108167,0.010520799452172496,35.265265107408766,35.304203601792196
practical_salinity,deep_cast,4,280,290,100,35.25711047780577,35.23667282405605,35.27448930698429,35.25571700897632,0.011621520091430602,35.23580428797756,35.276092159830334
practical_salinity,deep_cast,4,290,300,100,35.23699770971258,35.234465085190536,35.23917297967249,35.23693719038779,0.0010931976538012028,35.232049498538444,35.24392527708483
practical_salinity,deep_cast,4,300,310,100,35.23714011393018,35.23646026538067,35.237774927115524,35.237113209071026,0.0003130967597424711,35.2363766745256,35.23827209281765
practical_salinity,deep_cast,4,310,320,100,35.236577438917905,35.23334522653294,35.23755515977261,35.23634580725436,0.0008320088465690442,35.23318519237822,35.237621503558074
practical_salinity,deep_cast,4,320,330,84,35.23008996951601,35.225421571804326,35.23668377981896,35.23097577194287,0.003632728541075252,35.225400097592555,35.23681350119566
practical_salinity,deep_cast,5,0,10,11723,36.40817000663096,35.194538386179296,36.926537480197304,36.35069895462404,0.3216446977234715,34.84436329406261,39.81856673629906
practical_salinity,deep_cast,5,10,20,14061,36.42470315080211,35.533218855848375,36.998936214490236,36.389425620721184,0.2691675121245746,35.03043509334055,38.83345095003138
practical_salinity,deep_cast,5,20,30,9868,36.42857394106072,35.85198905370565,36.78089079388202,36.420110135563995,0.1421341108555156,35.531469570435746,36.85480286414687
practical_salinity,deep_cast,5,30,40,5019,36.42527952100842,36.25673807453555,36.55336519938076,36.429269344429585,0.06922631143647502,35.94013794256444,36.57618539838094
practical_salinity,deep_cast,5,40,50,3168,36.425175534731785,36.2630077030122,36.5209663986058,36.42367844404018,0.05341152043719065,36.23883363076624,36.53609812562739
practical_salinity,deep_cast,5,50,60,2512,36.429474886709926,36.27252982873027,36.598660598078986,36.431747588335995,0.05973950794962591,36.2474847706837,36.60876708324399
practical_salinity,deep_cast,5,60,70,2214,36.44316970632522,36.32539560540428,36.561190835850105,36.44285775404375,0.05004466697963368,36.30470693590276,36.57959290939202
practical_salinity,deep_cast,5,70,80,1910,36.45021855409972,36.169242565107176,36.563571800369,36.43554200890653,0.07416441626822935,36.089351631178545,36.583663463242175
practical_salinity,deep_cast,5,80,90,1900,36.47367295111857,35.703938861105634,36.649312796492865,36.418430650160744,0.16639995342776875,35.617431965921185,36.655095482373
practical_salinity,deep_cast,5,90,100,1900,36.45313716680488,35.55354162593486,36.65064609668828,36.361632590163254,0.24675244245278266,35.543512145297555,36.655393681899426
practical_salinity,deep_cast,5,100,110,1900,36.399979582058975,35.54861198090651,36.57595658332524,36.29786393897326,0.2827601610116742,35.493767893438346,36.58112895145456
practical_salinity,deep_cast,5,110,120,1756,36.31380749216241,35.390062438412556,36.57228141029875,36.21925798155593,0.2948013408980998,35.38365314823649,36.574988330342165
practical_salinity,deep_cast,5,120,130,1493,36.15628631677818,35.387106472723474,36.55776295358808,36.12575336145967,0.315105548660632,35.38644801172923,36.563860813131555
practical_salinity,deep_cast,5,130,140,867,36.059441880202264,35.353035205632544,36.458371887323324,36.08091465945479,0.29258220673581464,35.346359224906536,36.46242081266065
practical_salinity,deep_cast,5,140,150,600,36.06145338566108,35.889594108780436,36.40680162916351,36.132996552332656,0.1880089487293465,35.883286161667016,36.41208403183508
practical_salinity,deep_cast,5,150,160,578,35.985440860097576,35.83258939950666,36.38105707263862,36.05087366865053,0.18753370546797224,35.82682991748285,36.383219647758295
practical_salinity,deep_cast,5,160,170,500,35.96316610518548,35.78567727242822,36.26632224528111,35.99179278113269,0.15671776801677875,35.7767500512646,36.27165366093721
practical_salinity,deep_cast,5,170,180,495,35.91212005383181,35.711149958347875,36.13323526451567,35.90803375937606,0.13937254458764506,35.70568195890783,36.13634885826509
practical_salinity,deep_cast,5,180,190,359,35.75814169062737,35.67345806913297,36.03478428294582,35.813768254613585,0.1275636584313138,35.67030855407355,36.035774598790255
practical_salinity,deep_cast,5,190,200,300,35.725966165253965,35.611510861983774,35.97712353642958,35.756026831338126,0.12714270445080458,35.611201921765186,35.97954171644932
practical_salinity,deep_cast,5,200,210,300,35.64764879322816,35.579959559885594,35.86585102412111,35.68989658599871,0.09898692737797007,35.57816370813598,35.86771311382461
practical_salinity,deep_cast,5,210,220,300,35.626105349590084,35.57664902069081,35.77764834180697,35.64661491962624,0.06883351828038317,35.576227166703205,35.77789978581956
practical_salinity,deep_cast,5,220,230,300,35.60699687008831,35.56299156881137,35.66992417912614,35.61230577541642,0.03855972191475732,35.561364961676176,35.67228970392977
practical_salinity,deep_cast,5,230,240,300,35.56366073643867,35.54227713010418,35.65723223586998,35.58529061945513,0.04183460637179401,35.54183813222933,35.660228027522635
practical_salinity,deep_cast,5,240,250,300,35.552179731101155,35.50945509600449,35.61862002905595,35.552685195368205,0.0225498796451363,35.50575787830822,35.620465018042566
practical_salinity,deep_cast,5,250,260,300,35.51362784604658,35.47127796219008,35.551899390340445,35.50936841550594,0.01989759080291658,35.47012000629309,35.56690933834501
practical_salinity,deep_cast,5,260,270,300,35.4675365170487,35.42530968747708,35.51448685636296,35.470166606681545,0.03194734520256089,35.41992922696927,35.51498267336661
practical_salinity,deep_cast,5,270,280,300,35.42855944042848,35.405745292665785,35.494132359512214,35.43731878720932,0.026194440218254723,35.40422497981641,35.49499001197524
practical_salinity,deep_cast,5,280,290,300,35.42314428698879,35.38505188674913,35.46035848658136,35.419902102389166,0.02057312087209478,35.38174815516628,35.46280149065234
practical_salinity,deep_cast,5,290,300,300,35.385288223455746,35.369190088045116,35.42027990918095,35.39047632236291,0.015186725553928302,35.367660214530474,35.42143987124838
practical_salinity,deep_cast,5,300,310,282,35.38197301241979,35.36757145246033,35.40305634397135,35.383539385384665,0.01142198365819085,35.36720047711151,35.403151662212814
practical_salinity,deep_cast,5,310,320,200,35.376151823218876,35.36966029788766,35.38801873408592,35.37662207759169,0.004473672248956723,35.369050096460995,35.38819103175786
practical_salinity,deep_cast,5,320,330,200,35.34813158301945,35.33933166131877,35.37049573090855,35.35277077457299,0.010358685248531849,35.33861141923157,35.37079076666957
practical_salinity,deep_cast,5,330,340,107,35.32729510768897,35.320981557295006,35.34370089442365,35.32920987473395,0.006595833509558732,35.31810170604244,35.344326227140456
practical_salinity,deep_cast,5,340,350,100,35.29717798552157,35.2864713466783,35.31986781746123,35.300805824643696,0.008953032817895149,35.28619313840459,35.32000435745783
practical_salinity,deep_cast,5,350,360,100,35.27020209354181,35.26148360067047,35.28462744603778,35.27206131734112,0.006851502837433463,35.261392707045545,35.2847400870516
practical_salinity,deep_cast,5,360,370,100,35.24401313744251,35.239986181154805,35.260923099790844,35.24697079943718,0.005990882051003088,35.23943198201185,35.26159105662207
practical_salinity,deep_cast,5,370,380,100,35.22872402181527,35.222365346541565,35.23862166105267,35.228791907284005,0.004895959333897356,35.222334565241745,35.23877750890409
practical_salinity,deep_cast,5,380,390,100,35.21273967212308,35.19855320261289,35.22211105428299,35.210825749637486,0.008584760645783018,35.197842957541916,35.22215890012629
practical_salinity,deep_cast,5,390,400,100,35.1871989215967,35.17310060368565,35.20023233916312,35.188046877054624,0.00770769297774882,35.17238508145473,35.200298677299614
practical_salinity,deep_cast,5,400,410,100,35.16698050641928,35.148720880338225,35.17570467477083,35.1634731243435,0.007676846014208365,35.14791677175528,35.17607414021523
practical_salinity,deep_cast,5,410,420,100,35.13813728058748,35.131795902729074,35.149356732329544,35.139194075085676,0.0059802912001579965,35.13170493855448,35.15136923411162
practical_salinity,deep_cast,5,420,430,100,35.118526158601966,35.10790843793485,35.13270983961732,35.121023161053834,0.008028467819789943,35.10774912630186,35.13283627728059
practical_salinity,deep_cast,5,430,440,100,35.09385115788735,35.084824238786666,35.110499401337286,35.096471687478804,0.008191510729260928,35.0845917472651,35.11074829386462
practical_salinity,deep_cast,5,440,450,100,35.08166974257152,35.077462001665076,35.0849540707196,35.08122172272722,0.0023489807513459105,35.07737344980873,35.085009729660314
practical_salinity,deep_cast,5,450,460,100,35.06852859408291,35.06037494456938,35.07838708569828,35.06938201389283,0.005310305434972241,35.058680155445956,35.078430140651804
practical_salinity,deep_cast,5,460,470,100,35.053215669277165,35.043821747923516,35.06364139675703,35.05310831939296,0.0036347349902483422,35.04266788095444,35.064085795587175
practical_salinity,deep_cast,5,470,480,100,35.04918004526006,35.037144122687806,35.05148447090906,35.04619698554087,0.0047334334571674476,35.03687702471265,35.05221938023831
practical_salinity,deep_cast,5,480,490,100,35.038425505618626,35.03471380469178,35.04077889378019,35.03811783932174,0.0013914595481419037,35.0345016837757,35.0409959722675
