variable,station_type,month,depth_bin_low,depth_bin_high,n,median,p01,p99,mean,std,min,max
conductivity,deep_cast,1,400,410,510,3.831885937405489,3.8299210143009734,3.835156894449233,3.8321607525290355,0.0014292090566556505,3.8297566871684827,3.835226361790825
conductivity,deep_cast,1,410,420,592,3.8256175791980773,3.8112272273826386,3.832920155639275,3.824950327970932,0.006052427327597468,3.8106143953970903,3.833208136003338
conductivity,deep_cast,1,420,430,636,3.804948430397203,3.7996622609266653,3.8135293273705266,3.805845305313439,0.0035485446775818893,3.7990626982990223,3.813873912091727
conductivity,deep_cast,1,430,440,564,3.7943055376251693,3.7867283452153995,3.8038703714999564,3.8058576259362,0.19878825612518533,3.786713532190836,7.137755160171627
conductivity,deep_cast,1,440,450,514,3.771360931329057,3.7633657207007105,3.788780763261735,3.7730273084878188,0.0063633531272319094,3.7629743088224537,3.789369096840984
conductivity,deep_cast,1,450,460,618,3.747500275696298,3.7419266196106644,3.7666442308495447,3.7524058340807342,0.00859465106471464,3.7417560632731455,3.768784280118206
conductivity,deep_cast,1,460,470,586,3.740986090802605,3.7350834468234537,3.745614028581063,3.7408398270886924,0.0027392700431020643,3.7347894355630418,3.745776628494135
conductivity,deep_cast,1,470,480,534,3.731103070629729,3.72236587652994,3.736209832908816,3.730581668662116,0.0032669199531601377,3.721882307317048,3.7365769622125913
conductivity,deep_cast,1,480,490,630,3.7160093974637185,3.7030904936688307,3.7310195090485814,3.7162396025403304,0.007813209909814694,3.7020765894043337,3.73119646729975
conductivity,deep_cast,1,490,500,572,3.68860324829223,3.6729162906564023,3.704457526493847,3.6901137721576553,0.010060575584242185,3.6725048379200818,3.7048231387450485
conductivity,deep_cast,1,500,510,512,3.671766245652993,3.6675784355910857,3.6741226511867393,3.671682466292795,0.0014626986955575659,3.6675073355236636,3.674288966963236
conductivity,deep_cast,1,510,520,572,3.664422050907583,3.6590260469297426,3.6688481990918564,3.6641764353082995,0.0028463667997600047,3.658801628762208,3.6691711242768386
conductivity,deep_cast,1,520,530,556,3.658154092880459,3.6469626110510296,3.66029282121929,3.6570488417077858,0.003303985378642551,3.646637390478079,3.6605094260856497
conductivity,deep_cast,1,530,540,478,3.6426992382069665,3.6389636733107547,3.6478480149930146,3.642681395149517,0.0019941702664821753,3.638926257669102,3.648410946354149
conductivity,deep_cast,1,540,550,776,3.638566466563694,3.636230427786339,3.6423603636459356,3.638795832079204,0.0016242760005354346,3.6355044621715615,3.6428855180586344
conductivity,deep_cast,1,550,560,652,3.6353566692766135,3.6336153366163897,3.6378398140997867,3.6351210568282823,0.001136203330423462,3.6336007863162276,3.6381173912397102
conductivity,deep_cast,1,560,570,1226,3.6318737055682417,3.6288833742413624,3.635662226883506,3.631955935383647,0.0017437635508283506,3.6288280337279644,3.635708681196242
conductivity,deep_cast,2,0,10,144874,4.93539616605497,4.36252818211817,5.557608092730164,4.977501937529381,0.33432843081351143,4.2878533613283105,5.568216045631138
conductivity,deep_cast,2,10,20,136624,4.871952494038304,4.363463862028181,5.5101899661288005,4.9245393927960475,0.3390469145256981,4.34684113044872,5.546117155399148
conductivity,deep_cast,2,20,30,106996,5.131761740228502,4.561466180912684,5.4469865436857114,5.047369469309829,0.2582333015570732,4.560768344678378,5.492040233873011
conductivity,deep_cast,2,30,40,48518,5.135689350035945,4.697761543595541,5.399966015165339,5.087802488987782,0.22239005531623826,4.696946627472649,5.407061154148323
conductivity,deep_cast,2,40,50,25940,5.216006237534565,4.790930323147344,5.3726211887382505,5.1189535773468,0.18736487825480247,4.709116991110266,5.3744840210537586
conductivity,deep_cast,2,50,60,19966,5.197454973571969,4.430142185742624,5.340696146966976,5.122343845097678,0.18344031031897287,4.342713939701277,5.350396614848721
conductivity,deep_cast,2,60,70,20314,5.155552177257131,4.118688912631172,5.27598287460043,5.04002616778293,0.2675801612451433,4.040532181717435,5.328464956285135
conductivity,deep_cast,2,70,80,15340,5.134639084935408,3.99869105008366,5.259820678446282,4.989186934869374,0.3510245844014559,0.7817903449421042,9.999077647253053
conductivity,deep_cast,2,80,90,15910,5.07343371455036,3.9527327173848876,5.208627143566294,4.902526947030179,0.3643806881418967,3.9425358075523387,5.210935014740308
conductivity,deep_cast,2,90,100,15564,4.924679937056947,3.9242057579686977,5.15616215480209,4.77582987042631,0.36201374865735253,3.9200893588405945,5.162194424860568
conductivity,deep_cast,2,100,110,15352,4.662004743761392,3.90874836685222,5.042653437615197,4.591231713523373,0.3539369129578639,3.907477716677751,5.054848652216146
conductivity,deep_cast,2,110,120,19578,4.4956791671447665,3.8368818909099462,4.894622940974426,4.420160244606273,0.33672277705810055,3.8362701110424418,4.91444113626341
conductivity,deep_cast,2,120,130,17964,4.146378997739376,3.83544983415033,4.738529035307937,4.145225335185919,0.2703527382684938,3.8352853311264865,4.7588149613359345
conductivity,deep_cast,2,130,140,10196,4.080284767630036,3.867464486489742,4.668403741136972,4.1035021268954255,0.24300298160553488,3.8666352516922604,4.691445200644889
conductivity,deep_cast,2,140,150,2768,4.470338429971858,3.8673152540458506,4.566431516197287,4.276433461194832,0.2849212139033754,3.8666419343204566,4.572956854405996
conductivity,deep_cast,2,150,160,2842,4.354778496190513,3.862326645336024,4.461889498356486,4.204549105562933,0.2291296502837923,3.8605040732311418,4.4853243552621125
conductivity,deep_cast,2,160,170,3204,4.20923336213942,3.8478287512099394,4.37653918169527,4.1098980691654,0.2082003677033573,3.8474772402314272,4.3808633443722655
conductivity,deep_cast,2,170,180,3138,3.979385527108465,3.846484468111412,4.33192762333463,4.048352702079573,0.17738714885512294,3.84621011274201,4.333122496785197
conductivity,deep_cast,2,180,190,2060,4.060370766485535,3.928860711647195,4.285753751263902,4.0952302686300115,0.12183136322756752,3.9278169894370283,4.286056101675769
conductivity,deep_cast,2,190,200,1956,4.015771562346851,3.895888620373535,4.202472433417085,4.042792502724731,0.11250845172380508,3.894225569357326,4.205033092935858
conductivity,deep_cast,2,200,210,1960,3.9104993309818488,3.883936043812891,4.150717712967422,3.995455086717597,0.10598359552533144,3.883767131517369,4.156506756332613
conductivity,deep_cast,2,210,220,2030,4.062487258185613,3.8654381645566445,4.092321261508918,3.9794674884479364,0.09963603181353467,3.862409587216537,4.093876510080539
conductivity,deep_cast,2,220,230,1942,3.873225225762069,3.8206862064019385,4.06115105769545,3.939716515017057,0.09633304371356673,3.8193999982591698,4.0622710782397995
conductivity,deep_cast,2,230,240,1980,3.835667963877201,3.777140489188037,4.022971474317796,3.9056918453123037,0.09717035426961154,3.7759494260430557,4.023174810057657
conductivity,deep_cast,2,240,250,1970,3.935978383942296,3.7457408085072674,3.9959972525926903,3.8835111164632448,0.09097778212525792,3.744738818256543,3.9966211678449732
conductivity,deep_cast,2,250,260,1898,3.8304101812987783,3.718190566632401,3.975618610896065,3.857242649193239,0.09511190500755123,3.717945383286053,3.977023749449951
conductivity,deep_cast,2,260,270,1922,3.8198308422388827,3.708868646971996,3.9679457273316037,3.843432553207231,0.094877253616512,3.7083409952735797,3.9698708783651364
conductivity,deep_cast,2,270,280,1968,3.807738316496532,3.7052799863246504,3.928598171157092,3.8287102254536713,0.0878328539566876,3.7049634432384795,3.9308533702593915
conductivity,deep_cast,2,280,290,1883,3.796864824313115,3.7011649111946836,3.915864754231864,3.817268480874682,0.1577015789825176,1.635436078070386,6.977838280646596
conductivity,deep_cast,2,290,300,1966,3.844779116538434,3.693964834168052,3.9123986292070856,3.8100852889311514,0.0777959401693934,3.693859178443661,3.914585721473682
conductivity,deep_cast,2,300,310,2206,3.7757895504204546,3.686387119474426,3.8973778937096366,3.7829942928761833,0.08212197112122573,3.6855291678854742,3.8984482968712424
conductivity,deep_cast,2,310,320,4638,3.8355885537838232,3.679937026432957,3.8921440348042653,3.8104467816549787,0.08846679819201354,3.678567259893562,3.8935547185584127
conductivity,deep_cast,2,320,330,4554,3.804213122247062,3.6763621365302432,3.8927366358424007,3.802055969640018,0.0799659641643284,3.676259948960663,3.8930450930316174
conductivity,deep_cast,2,330,340,4460,3.7464403332145055,3.675533284540979,3.7539002668259207,3.719945376117593,0.036481833698045106,3.6754251508080054,3.799715734480157
conductivity,deep_cast,2,340,350,2,3.6758769865098264,3.6756564822727835,3.6760974907468698,3.6758769865098264,0.00022500432351324484,3.6756519821863134,3.67610199083334
conductivity,deep_cast,3,0,10,202303,5.261290391909807,4.246898451845187,5.612844846807065,5.199018460317414,0.3081075638784666,0.5002043805349552,5.639963551271425
conductivity,deep_cast,3,10,20,195714,5.2315318812447105,4.358452027149409,5.610354351314689,5.20807287894296,0.2601430371974136,4.119665333018113,5.631128330683806
conductivity,deep_cast,3,20,30,145456,5.162973546980658,4.370413856475002,5.601345467261863,5.194673690884828,0.26528916759602267,4.3686266527793896,5.630934416981848
conductivity,deep_cast,3,30,40,64880,5.088932902342018,4.848449773281212,5.599092334660585,5.183287152955012,0.23252245532004553,4.768148716505573,5.619264190459628
conductivity,deep_cast,3,40,50,24154,5.088181571844204,4.888028494654968,5.593337576016914,5.155370127167604,0.2081455264145384,4.887798109237721,5.5955176848914085
conductivity,deep_cast,3,50,60,11916,5.334731907600239,4.864057864920238,5.52969735421828,5.264371320305054,0.1871373430633587,4.855910085101375,5.533610062361699
conductivity,deep_cast,3,60,70,11692,5.2080930407841715,4.830181740903542,5.470759810957505,5.163600467440126,0.17086472143502449,4.828154691117182,5.491104820112385
conductivity,deep_cast,3,70,80,8798,5.117038101698107,4.772202438592793,5.406240940271122,5.090099713736143,0.1776828057470138,4.769898538808734,5.414997690083425
conductivity,deep_cast,3,80,90,9154,5.105815780328394,4.705217645825627,5.353083384287273,5.110048064225703,0.2112166813362075,4.702282625293631,5.354713406236597
conductivity,deep_cast,3,90,100,7480,4.934106079797392,4.415439379791278,5.253763741788097,4.939994793619508,0.22366337612541673,4.366682290083178,5.258305250865583
conductivity,deep_cast,3,100,110,11988,5.108759828493074,4.139695591923482,5.1479717707554,4.874438095557476,0.3422560161327581,4.139226765256909,5.152677438537271
conductivity,deep_cast,3,110,120,13694,4.67190215322686,4.140127824799919,5.08564677713004,4.582300656420432,0.36906341967896883,4.13963912209024,5.0893293988448605
conductivity,deep_cast,3,120,130,14492,4.673174077812564,4.080404708509657,4.892883815490334,4.635982416003496,0.2611519973269381,4.078914534517947,4.902369897963085
conductivity,deep_cast,3,130,140,4844,4.6711542999243445,4.07878724984366,4.673193524188793,4.482030891356011,0.2733131348450333,4.078553415320403,4.673452829659982
conductivity,deep_cast,4,0,10,123738,5.4832952879604075,4.8860479849165115,5.756681777290681,5.410431376615544,0.27286777337348145,3.0738899592676114,5.823122820427302
conductivity,deep_cast,4,10,20,117444,5.258959153848413,4.868069543257249,5.738968493584792,5.291589295964882,0.2696350005585486,4.8642203088202045,5.755933035547526
conductivity,deep_cast,4,20,30,94146,5.290812271521665,4.848031463874095,5.722578703661261,5.245521045107334,0.2854460376994968,4.847466494507578,5.7543590458497
conductivity,deep_cast,4,30,40,51978,5.451693788380805,4.856397143183714,5.700439665216044,5.294413668200741,0.26101275607343755,4.757972510463805,5.702666104607109
conductivity,deep_cast,4,40,50,17776,5.178412877201663,4.622335077407029,5.582628711965738,5.171509446626405,0.22392245790560933,4.604720004365545,5.589500347026695
conductivity,deep_cast,4,50,60,15686,5.1180348857058835,4.202720655920829,5.4793620244400065,5.063733954630366,0.25147873915679775,4.194072366947662,5.4805426571670335
conductivity,deep_cast,4,60,70,11900,5.0429485494385435,4.184251875733008,5.413724074030364,4.97476367434224,0.2673984173550532,4.182775820480892,5.430394022217401
conductivity,deep_cast,4,70,80,13310,4.889183700864291,4.12323383264554,5.085513294026601,4.734685649087883,0.3262183803215995,4.084861585674707,5.092095044886989
conductivity,deep_cast,4,80,90,9078,4.7945857279071085,4.043121761988412,5.042161285985986,4.683545854143484,0.31418485394026285,4.04255758845224,5.044861686779957
conductivity,deep_cast,4,90,100,9534,4.600579263439405,4.038349253374438,5.006705213406325,4.522139258794519,0.33568379461014036,4.03780971965306,5.010603378758086
conductivity,deep_cast,4,100,110,13426,4.1577755580599725,4.027703732229913,4.971220171017054,4.368923063696039,0.3337819506327679,4.026801884968068,4.975432313468602
conductivity,deep_cast,4,110,120,10536,4.1408901140495,4.027121469236857,4.863217382875043,4.258238497371239,0.26851117216446474,4.026866274626489,4.883396212015943
conductivity,deep_cast,4,120,130,14596,4.097402873758703,4.027273465767989,4.829691974305763,4.16889262130665,0.20826778064625007,4.026943138104124,4.83519587217757
conductivity,deep_cast,4,130,140,7428,4.028907343488145,4.0137349747643585,4.786631702277893,4.176824212433151,0.2779281573362823,4.012874097679269,4.788084686250091
conductivity,deep_cast,4,140,150,1354,4.741828748708958,4.539031125290544,4.761131872791529,4.697038268232114,0.07894403028725686,4.533601039146966,4.7617244323157575
conductivity,deep_cast,4,150,160,2552,4.648307013546776,4.377076401805956,4.727775550590109,4.60746587793704,0.09975533018850366,4.375569135101607,4.731137266453466
conductivity,deep_cast,4,160,170,1350,4.438999103404971,4.289282778362949,4.525403182759079,4.425413539152426,0.06565662224673559,4.285402852113009,4.528191633249308
conductivity,deep_cast,4,170,180,458,4.260915295232925,4.222054964646373,4.284684206577135,4.260530964088062,0.016462090290988367,4.221430367574031,4.286428435593078
conductivity,deep_cast,4,180,190,454,4.171706322751817,4.142787369190099,4.228727492749585,4.1816682979078745,0.023264875756634544,4.139901405990177,4.231536850534345
conductivity,deep_cast,4,190,200,468,4.127625067322354,4.125484055644398,4.13773334917271,4.128878513578263,0.0028922543536997105,4.125456011714477,4.140145231247292
conductivity,deep_cast,4,200,210,410,4.120171131210747,4.083347249848579,4.125872079627627,4.109811355637705,0.015971920555119343,4.083137555439616,4.126154936412625
conductivity,deep_cast,4,210,220,464,4.024673015940445,4.014445809056493,4.083961688981377,4.042320283984369,0.028526374443789946,4.014441212371253,4.0841265709126215
conductivity,deep_cast,4,220,230,460,4.00433184870017,3.9993977531574445,4.015340328503742,4.00692102095445,0.006740944548017229,3.999382139941587,4.015361800074495
conductivity,deep_cast,4,230,240,446,3.991999461150894,3.9684906575282146,4.00021186253066,3.9873682219529214,0.012382103340767671,3.9681788461955887,4.000261452406317
conductivity,deep_cast,4,240,250,446,3.966461052789743,3.9581588117882047,3.968780813073971,3.9645280027206105,0.003485842262184031,3.95804154748186,3.9688896762212122
conductivity,deep_cast,4,250,260,456,3.9550310080306805,3.9439470889904245,3.9581370636627473,3.9528166522495196,0.0043414724549405885,3.9432026068538346,3.958752712887484
conductivity,deep_cast,4,260,270,420,3.9284415513664896,3.9263694858218354,3.9439117662827425,3.930041961767836,0.004509097413324467,3.926360267276405,3.9441103868969174
conductivity,deep_cast,4,270,280,464,3.926428235665488,3.906028508369105,3.9273262770959243,3.922440422449043,0.006377492149747645,3.9058107185157143,3.9273491487036005
conductivity,deep_cast,4,280,290,424,3.8938028678313743,3.8790234195822313,3.906187674520834,3.892868314529306,0.008253876848849049,3.878575153759178,3.9063139618349925
conductivity,deep_cast,4,290,300,458,3.8771217173718373,3.8763383188316665,3.878987200333563,3.877175720467529,0.0005916596958770738,3.876290928779127,3.8792342379350795
conductivity,deep_cast,4,300,310,442,3.877267399669932,3.8768872986757676,3.877682641499024,3.8772433440677556,0.0002729648297450371,3.8768400010045343,3.877716104286803
conductivity,deep_cast,4,310,320,582,3.8772372839714633,3.8765622726110673,3.8779081530895496,3.87728691412892,0.0003494913639958671,3.876358605939403,3.877955141543588
conductivity,deep_cast,4,320,330,3936,3.871370835396358,3.8698883698175957,3.8773416318155767,3.871841706650103,0.0017663423062283961,3.869782951058204,3.8774347358971397
conductivity,deep_cast,5,0,10,227319,5.665379576103483,5.208036839266181,6.150452056976312,5.659109261736931,0.3799553292528063,0.5001904371860062,6.366844154523626
conductivity,deep_cast,5,10,20,228854,5.625559193679836,5.118176595085918,5.975486752039397,5.611088758384168,0.18247437253306661,4.821653312865689,6.15060882955235
conductivity,deep_cast,5,20,30,142916,5.567376361304469,4.708752485970574,5.892550174492632,5.554796395804365,0.15904441379903453,4.705092450612717,5.960575594195637
conductivity,deep_cast,5,30,40,65076,5.528152443238939,5.020002633633066,5.750704861836013,5.520259228007741,0.1009578060129054,4.971969315116925,5.809931496275976
conductivity,deep_cast,5,40,50,36954,5.464760974458736,4.915178972881393,5.620323626198275,5.431062304717026,0.14301739731040952,4.899503971164764,5.6536098780380595
conductivity,deep_cast,5,50,60,27704,5.374473120129966,4.85857454635768,5.5576255443364175,5.341353642820963,0.17707364219943425,4.851115231764059,5.582933701497081
conductivity,deep_cast,5,60,70,30722,5.217883493262233,4.8042815509262455,5.551440304019016,5.226677899535103,0.15480331114980406,4.767743008898124,5.556372838604127
conductivity,deep_cast,5,70,80,18494,5.179989871696502,4.665132524772738,5.526620760933851,5.150835757233305,0.19417072199852786,4.598683446055167,5.537188760237408
conductivity,deep_cast,5,80,90,17534,5.1130810163217575,4.2624330540533935,5.4951728955916135,5.0399778460905384,0.2469513956996299,4.174969895858782,5.496193340580003
conductivity,deep_cast,5,90,100,18190,5.014732691405724,4.1053800485389305,5.244792173961737,4.922603293662894,0.2816197615497718,4.103775253540917,5.3015455451370626
conductivity,deep_cast,5,100,110,20980,4.9538751688083265,4.102020298493665,5.089988376299256,4.811194897474646,0.3197468402187828,4.069616958319463,5.1063557906699
conductivity,deep_cast,5,110,120,19070,4.867401392314228,3.986515265223744,5.034877294217707,4.747341788286051,0.28945171134456427,3.982599309377834,5.053893445114325
conductivity,deep_cast,5,120,130,20516,4.770845272453176,3.982240566877706,4.968596884439323,4.627892248052842,0.3129686504859337,3.98201173225761,4.983807295401645
conductivity,deep_cast,5,130,140,15170,4.1645158670383635,3.9540281872487273,4.875776995215504,4.266329821010526,0.3062665723679271,3.9527861400745135,4.877544825353862
conductivity,deep_cast,5,140,150,4312,4.551528092772436,4.3519493062419965,4.838337258385745,4.565950985551524,0.17069900521976134,4.348384098488731,4.841855426912187
conductivity,deep_cast,5,150,160,4406,4.428223740673034,4.308259294288745,4.798796837658497,4.491913228497206,0.16448918139200616,4.306914331299732,4.800555225938034
conductivity,deep_cast,5,160,170,3368,4.536584410876244,4.278845426749103,4.714136679488195,4.46819035173331,0.13811920083872012,4.272316452538444,4.719164872477247
conductivity,deep_cast,5,170,180,3972,4.400475068425009,4.221081241914754,4.5518236870546325,4.401721668032137,0.11130446987910501,4.2173721847274495,4.553729416819039
conductivity,deep_cast,5,180,190,3406,4.252977030244227,4.198492003827139,4.459765402764577,4.297263036416355,0.09267651254410356,4.193876428633299,4.460136275136438
conductivity,deep_cast,5,190,200,2054,4.239610557548305,4.1518428788067325,4.417151500167069,4.2803744300125555,0.09617043809501956,4.151060049506661,4.419021401729413
conductivity,deep_cast,5,200,210,2062,4.190296944042855,4.130156093745714,4.335315521898681,4.229519249949586,0.074648835919604,4.129469307438517,4.3373599172514545
conductivity,deep_cast,5,210,220,2076,4.164623799987334,4.126864035508673,4.270403083437399,4.18964630200737,0.05198938375202077,4.126808547898913,4.270765958244208
conductivity,deep_cast,5,220,230,1794,4.152748612110136,4.11783770117212,4.1992060489568335,4.157655388678678,0.02934099834759421,4.116611391870808,4.202496333283975
conductivity,deep_cast,5,230,240,1686,4.118175551113778,4.101906609636953,4.190358406237208,4.136212287989059,0.032531169705892315,4.101537560003534,4.191524678603357
conductivity,deep_cast,5,240,250,1704,4.111606630543466,4.0788007258019245,4.16242219179046,4.10804370619718,0.10550536945605153,1.2626547364409928,4.406189994472749
conductivity,deep_cast,5,250,260,1715,4.082146390435554,4.05357342628925,4.1103168732573865,4.082197668574295,0.1487241514442191,2.0162696370277,7.470209010915347
conductivity,deep_cast,5,260,270,1686,4.048828779569451,4.0146774032543995,4.082807945850748,4.050857841075107,0.02315122284412912,4.014278118238743,4.082904777034056
conductivity,deep_cast,5,270,280,1772,4.019614837894833,4.000918232822078,4.069391743292885,4.025573007962465,0.020473136027784722,4.000162430781723,4.07086865198473
conductivity,deep_cast,5,280,290,1956,4.012209004327154,3.987784865498562,4.042841883843436,4.011216793704852,0.015260402710011983,3.987026125336226,4.043215758549673
conductivity,deep_cast,5,290,300,4027,3.9847868985504884,3.974415184407608,4.011484072643698,3.9886744901759834,0.12851716816988668,1.6458214592168363,8.516617633654471
conductivity,deep_cast,5,300,310,2838,3.983257385927515,3.972490807332658,3.9995870921320495,3.982139627911517,0.008154694619298129,3.972306507156962,3.999763003120177
conductivity,deep_cast,5,310,320,1556,3.981245608226142,3.974984002429499,3.988582820286807,3.9817412383026376,0.0027481476280330577,3.97446606555666,3.988667082971108
conductivity,deep_cast,5,320,330,1994,3.9610124731514733,3.954042925427604,3.979078648439176,3.9642484165665377,0.007992424603989147,3.9534595604785383,3.9792248877567324
conductivity,deep_cast,5,330,340,782,3.9489947504777487,3.940148176793277,3.9576066294251593,3.94841685604745,0.00561323349963942,3.939193526549165,3.958000711512095
conductivity,deep_cast,5,340,350,552,3.927364133609106,3.916894254676561,3.941076038757677,3.927440768762005,0.0062684971173944315,3.9162811086142897,3.941801858474704
conductivity,deep_cast,5,350,360,552,3.904392224043165,3.898734500605972,3.9172810514357996,3.906493634897281,0.0050109626795719125,3.898204937056546,3.9183782172085233
conductivity,deep_cast,5,360,370,566,3.885445597185239,3.881098616248528,3.899626998248067,3.8878040865888033,0.005194716639348043,3.880712252506663,3.900390179881412
